,New_Client_Id_Client,PURCHASE_DATE,sending_date_group,rel_date_group,answer_date
270253,476313.0,2019-07-13,2019-07-16,,
270254,476313.0,2020-12-11,2020-12-12,,
270255,476315.0,2021-11-22,2021-12-08,,
270256,476324.0,2020-02-06,2020-02-07,,
270257,476328.0,2021-10-12,2021-10-13,,
270258,476337.0,2021-02-23,2021-02-24,,
270259,476338.0,2019-01-11,2019-01-13,,
270260,476345.0,2020-12-30,2021-01-02,,
270261,476349.0,2019-03-29,2019-03-31,,2019-03-31
270262,476350.0,2018-11-02,2018-11-03,,
270263,476350.0,2019-02-02,2019-02-03,,
270264,476353.0,2021-10-25,2021-10-26,,
270265,476353.0,2023-07-25,2023-07-31,,
270266,476358.0,2023-03-13,2023-03-19,,
270267,476358.0,2023-06-30,2023-07-06,,
270268,476360.0,2021-08-04,2021-08-14,,2021-08-15
270269,476360.0,2021-08-13,2021-08-14,,2021-08-15
270270,476362.0,2021-12-05,2021-12-07,,
270271,476363.0,2022-07-01,2022-07-02,,
270272,476367.0,2019-09-21,2019-09-23,,
270273,476368.0,2022-02-22,2022-02-23,,
270274,476373.0,2019-05-28,2019-05-29,,
270275,476373.0,2020-07-16,2020-07-17,,
270276,476374.0,2022-01-19,2022-01-25,,
270277,476375.0,2022-07-10,2022-07-11,,
270278,476377.0,2020-11-23,2020-12-03,,
270279,476382.0,2018-11-24,2018-11-30,,
270280,476382.0,2020-05-23,2020-05-24,,
270281,476382.0,2022-12-03,2022-12-09,,
270282,476382.0,2023-06-10,2023-06-16,,
270283,476387.0,2022-10-21,2022-10-27,,
270284,476387.0,2023-05-15,2023-05-21,,
270285,476387.0,2023-07-23,2023-07-29,,
270286,476391.0,2022-01-25,2022-01-26,,
270287,476393.0,2022-12-31,2023-01-02,,
270288,476397.0,2020-01-18,2020-01-19,,
270289,476397.0,2022-04-27,2022-05-03,,
270290,476397.0,2023-06-27,2023-07-03,,
270291,476400.0,2020-10-17,2020-10-18,,
270292,476400.0,2020-10-28,2020-10-30,,2020-11-02
270293,476400.0,2021-12-03,2021-12-08,,
270294,476401.0,2022-01-13,2022-01-29,,
270295,476402.0,2022-07-09,2022-07-15,,
270296,476405.0,2022-06-29,2022-06-30,,
270297,476407.0,2020-01-24,2020-02-06,,
270298,476414.0,2019-06-22,2019-06-27,,
270299,476419.0,2020-01-15,2020-01-25,,
270300,476424.0,2019-04-19,2019-04-21,,
270301,476431.0,2020-11-30,2020-12-01,,
270302,476437.0,2019-10-05,2019-10-08,,
270303,476438.0,2018-12-15,2018-12-17,,
270304,476443.0,2022-09-14,2022-09-26,,
270305,476443.0,2023-01-19,2023-01-25,,
270306,476443.0,2023-04-24,2023-04-30,,
270307,476446.0,2022-02-22,2022-03-09,,
6899,476452.0,2018-12-27,2019-01-04,2019-01-09,
270308,476453.0,2022-04-14,2022-04-15,,
270309,476458.0,2022-04-23,2022-04-24,,
270310,476465.0,2022-12-04,2022-12-10,,
270311,476470.0,2020-06-11,2020-06-12,,
270312,476476.0,2019-07-07,2019-07-08,,
270313,476481.0,2022-11-25,2022-12-01,,
270314,476481.0,2023-01-23,2023-01-29,,
270315,476482.0,2019-01-12,2019-01-16,,
270316,476486.0,2021-12-11,2021-12-12,,
270317,476488.0,2019-08-01,2019-08-02,,
270318,476489.0,2022-07-07,2022-07-08,,
270319,476490.0,2022-04-23,2022-04-24,,
270320,476490.0,2023-01-02,2023-01-08,,
270321,476491.0,2019-12-16,2019-12-24,,
270322,476495.0,2019-05-27,2019-05-29,,
270323,476495.0,2022-01-25,2022-01-31,,
270324,476496.0,2021-02-16,2021-02-17,,
270325,476504.0,2022-11-21,2022-11-27,,
270326,476509.0,2021-12-12,2021-12-13,,
270327,476521.0,2023-01-14,2023-01-20,,
270328,476521.0,2023-07-22,2023-07-28,,
270329,476524.0,2022-04-08,2022-04-09,,
270330,476539.0,2021-02-12,2021-02-13,,
270331,476539.0,2023-07-08,2023-07-14,,
270332,476540.0,2019-01-26,2019-01-28,,
270333,476540.0,2023-06-03,2023-06-09,,
270334,476540.0,2023-07-09,2023-07-15,,
270335,476548.0,2022-06-25,2022-07-01,,
270336,476552.0,2020-10-07,2020-10-08,,
270337,476555.0,2020-05-30,2020-05-31,,
270338,476557.0,2020-07-04,2020-07-05,,
270339,476558.0,2021-09-14,2021-09-30,,
270340,476558.0,2022-11-11,2022-11-17,,
270341,476558.0,2023-01-18,2023-01-24,,
270342,476558.0,2023-01-19,2023-01-24,,
270343,476570.0,2022-01-19,2022-01-20,,
270344,476570.0,2022-11-16,2022-11-22,,
270345,476575.0,2020-07-13,2020-07-14,,
270346,476575.0,2023-06-05,2023-06-11,,
270347,476586.0,2022-06-09,2022-06-10,,
270348,476586.0,2023-07-22,2023-07-28,,
270349,476588.0,2022-07-19,2022-07-20,,
270350,476591.0,2019-01-25,2019-01-27,,
270351,476599.0,2019-12-14,2019-12-17,,
270352,476604.0,2022-11-01,2022-11-07,,
270353,476608.0,2020-12-28,2020-12-29,,
270354,476611.0,2018-12-20,2019-01-03,,
270355,476611.0,2019-07-15,2019-07-16,,
270356,476611.0,2019-09-19,2019-09-23,,
270357,476611.0,2020-12-08,2020-12-09,,
270358,476611.0,2021-12-10,2021-12-23,,
270359,476611.0,2023-08-24,2023-08-30,,
270360,476612.0,2018-12-26,2019-01-03,,
270361,476612.0,2019-02-23,2019-02-24,,
270362,476612.0,2019-05-31,2019-06-03,,
270363,476612.0,2020-07-13,2020-07-14,,
270364,476612.0,2021-12-23,2021-12-29,,
270365,476612.0,2022-06-25,2022-07-01,,
270366,476612.0,2022-11-01,2022-11-09,,
270367,476612.0,2023-07-26,2023-08-01,,
270368,476613.0,2019-04-05,2019-04-06,,2019-04-06
270369,476613.0,2020-03-04,2020-03-05,,
270370,476616.0,2020-10-20,2020-10-22,,
270371,476616.0,2020-12-28,2020-12-29,,
270372,476620.0,2020-09-28,2020-09-29,,
270373,476621.0,2019-05-22,2019-05-23,,
270374,476641.0,2020-06-01,2020-06-12,,
270375,476641.0,2020-06-11,2020-06-12,,
270376,476643.0,2022-07-06,2022-07-07,,
270377,476643.0,2023-04-09,2023-04-15,,
270378,476648.0,2018-09-29,2018-10-01,,
6900,476648.0,2019-09-09,2019-09-18,2019-09-23,
270379,476650.0,2022-07-08,2022-07-09,,
270380,476656.0,2020-07-17,2020-07-18,,
270381,476659.0,2021-10-04,2021-10-07,,
270382,476671.0,2022-12-09,2022-12-15,,
270383,476674.0,2023-01-16,2023-01-22,,
270384,476674.0,2023-05-23,2023-05-29,,
270385,476675.0,2020-12-27,2020-12-29,,
270386,476683.0,2018-11-13,2018-11-15,,2018-11-16
6901,476683.0,2019-10-16,2019-10-17,2019-10-21,
270387,476686.0,2023-04-29,2023-05-05,,
270388,476687.0,2018-11-10,2018-11-11,,
270389,476687.0,2019-06-29,2019-07-01,,
270390,476687.0,2020-01-08,2020-01-18,,
270391,476687.0,2020-01-11,2020-01-18,,
270392,476687.0,2020-06-27,2020-06-28,,
270394,476687.0,2021-08-02,2021-08-11,,
270393,476687.0,2022-12-03,2022-12-09,,
270395,476699.0,2020-08-06,2020-08-07,,
270396,476701.0,2020-07-03,2020-07-04,,
270397,476713.0,2019-12-16,2019-12-24,,
270398,476715.0,2022-02-15,2022-02-16,,
270399,476720.0,2022-07-27,2022-07-29,,
270400,476721.0,2019-12-06,2019-12-17,,
270401,476724.0,2019-11-22,2019-11-26,,
270402,476724.0,2019-11-28,2019-12-05,,
270403,476726.0,2020-07-07,2020-07-09,,
270404,476729.0,2022-04-12,2022-04-14,,
270405,476729.0,2022-12-03,2022-12-09,,
270406,476729.0,2023-02-10,2023-02-16,,
270407,476733.0,2021-01-23,2021-01-24,,
270408,476734.0,2022-06-18,2022-06-19,,
270409,476737.0,2020-04-29,2020-05-09,,
270410,476742.0,2019-11-20,2019-11-26,,
270411,476742.0,2022-09-21,2022-09-27,,
270412,476742.0,2022-12-17,2022-12-23,,
270413,476742.0,2023-04-15,2023-04-21,,
270414,476743.0,2020-12-20,2021-01-02,,
270415,476743.0,2020-12-21,2021-01-02,,
270416,476743.0,2021-09-15,2021-09-17,,
270417,476745.0,2020-01-02,2020-01-09,,
270418,476745.0,2020-01-30,2020-02-06,,
270419,476772.0,2020-08-07,2020-08-08,,
270420,476772.0,2021-02-05,2021-02-09,,
270421,476772.0,2022-06-27,2022-07-03,,
270422,476772.0,2023-07-04,2023-07-11,,
270423,476774.0,2019-01-07,2019-01-11,,
270424,476776.0,2020-07-07,2020-07-22,,
270425,476783.0,2022-04-06,2022-04-07,,
270426,476783.0,2022-07-04,2022-07-10,,
270427,476784.0,2020-10-07,2020-10-08,,
270428,476786.0,2018-12-26,2019-01-04,,
270429,476786.0,2020-06-09,2020-06-10,,
270430,476788.0,2019-07-13,2019-07-16,,
270431,476788.0,2021-01-31,2021-02-04,,
270432,476788.0,2021-10-16,2021-10-17,,
270433,476789.0,2020-06-20,2020-06-21,,
270434,476791.0,2021-01-23,2021-01-24,,
270435,476791.0,2021-11-06,2021-11-08,,
270436,476791.0,2022-11-24,2022-11-30,,
270437,476792.0,2020-12-13,2020-12-14,,
270438,476794.0,2020-08-05,2020-08-06,,
270439,476794.0,2022-10-31,2022-11-06,,
270440,476794.0,2022-11-26,2022-12-08,,
270441,476796.0,2021-09-11,2021-09-12,,2021-09-13
270442,476797.0,2021-11-01,2021-11-03,,
270443,476797.0,2023-08-18,2023-08-25,,
270444,476798.0,2020-07-23,2020-07-24,,
270445,476799.0,2020-06-20,2020-06-21,,
270446,476803.0,2020-12-17,2020-12-28,,
270447,476807.0,2020-12-16,2020-12-17,,
270448,476813.0,2018-11-14,2018-11-16,,
270449,476814.0,2022-08-12,2022-08-14,,
270450,476818.0,2020-01-30,2020-02-06,,
270451,476819.0,2023-07-11,2023-07-17,,
270452,476821.0,2022-07-13,2022-07-14,,
270453,476823.0,2022-04-29,2022-04-30,,
270454,476826.0,2023-01-12,2023-01-28,,
270455,476840.0,2021-10-12,2021-10-13,,
270456,476840.0,2022-11-12,2022-11-18,,
270457,476840.0,2023-01-06,2023-01-12,,
270458,476840.0,2023-07-19,2023-07-25,,
270459,476845.0,2021-01-25,2021-01-30,,
270460,476848.0,2020-12-31,2021-01-02,,
270461,476848.0,2023-07-27,2023-08-02,,
270462,476849.0,2020-10-22,2020-10-23,,
270463,476851.0,2020-10-14,2020-10-15,,
270464,476855.0,2020-07-25,2020-07-26,,
270465,476859.0,2020-04-18,2020-04-29,,
270466,476862.0,2021-09-16,2021-09-17,,2021-09-17
270467,476871.0,2019-08-17,2019-08-21,,
270468,476875.0,2022-02-08,2022-02-10,,
270469,476880.0,2019-07-27,2019-07-28,,
270470,476888.0,2018-09-01,2018-09-03,,
270471,476890.0,2019-03-06,2019-03-17,,
270472,476902.0,2022-02-19,2022-02-20,,
270473,476910.0,2020-07-16,2020-07-17,,
270474,476910.0,2021-02-02,2021-02-04,,
270475,476914.0,2023-01-30,2023-02-05,,
270476,476919.0,2018-10-19,2018-10-20,,2018-10-20
270477,476919.0,2020-11-29,2020-11-30,,2020-11-30
270478,476921.0,2019-12-22,2019-12-23,,
270479,476924.0,2019-09-18,2019-09-28,,
270480,476926.0,2019-07-03,2019-07-04,,
270481,476927.0,2019-06-24,2019-06-27,,
270482,476937.0,2020-10-07,2020-10-17,,
270483,476939.0,2018-12-15,2018-12-16,,
270484,476939.0,2019-05-24,2019-05-25,,
270485,476946.0,2020-12-02,2020-12-03,,
270486,476951.0,2022-08-17,2022-08-18,,
270487,476953.0,2019-01-11,2019-01-12,,
270488,476953.0,2020-07-02,2020-07-03,,
270489,476963.0,2019-12-23,2019-12-24,,
270490,476969.0,2022-05-07,2022-05-08,,
270491,476975.0,2023-01-10,2023-02-09,,
270492,476975.0,2023-01-15,2023-02-09,,
270493,476975.0,2023-01-23,2023-02-09,,
270494,476975.0,2023-01-31,2023-02-09,,
270495,476975.0,2023-02-01,2023-02-09,,
270496,476975.0,2023-02-05,2023-02-09,,
270497,476975.0,2023-02-06,2023-02-09,,
270498,476975.0,2023-03-05,2023-03-13,,
270499,476980.0,2020-01-07,2020-01-09,,
270500,476984.0,2020-12-13,2020-12-14,,2020-12-14
270501,476984.0,2023-07-20,2023-07-26,,
270502,476985.0,2022-12-08,2022-12-14,,
270503,476991.0,2020-07-05,2020-07-06,,
270504,476993.0,2022-07-16,2022-07-17,,
270505,476995.0,2019-12-13,2019-12-23,,
270506,476996.0,2018-11-17,2018-11-20,,
270507,476996.0,2018-12-22,2019-01-03,,
270508,476997.0,2019-10-05,2019-10-08,,
270509,476997.0,2020-10-04,2020-10-06,,
270510,476997.0,2020-12-29,2021-01-02,,
270511,476997.0,2021-08-30,2021-08-31,,
270512,476997.0,2022-11-05,2022-11-11,,
270513,476997.0,2023-04-27,2023-05-03,,
270514,476998.0,2019-02-02,2019-02-12,,
270515,476998.0,2023-01-19,2023-01-25,,
270516,477001.0,2022-04-08,2022-04-09,,
270517,477001.0,2023-01-16,2023-01-22,,
270518,477003.0,2019-01-19,2019-01-21,,
270519,477003.0,2021-01-23,2021-02-04,,
270520,477003.0,2021-01-27,2021-02-04,,
270521,477004.0,2021-10-30,2021-11-01,,
270522,477007.0,2023-01-25,2023-01-31,,
270523,477015.0,2019-09-26,2019-09-27,,
270524,477016.0,2019-01-12,2019-01-15,,
270525,477016.0,2020-06-27,2020-06-28,,
270526,477016.0,2023-06-17,2023-06-23,,
270527,477017.0,2020-07-17,2020-07-18,,
270528,477022.0,2019-06-07,2019-06-08,,
270529,477022.0,2019-12-19,2019-12-24,,
270530,477022.0,2020-12-17,2020-12-18,,
270531,477032.0,2018-10-30,2018-10-31,,
270532,477037.0,2019-06-26,2019-06-27,,
270533,477038.0,2021-01-09,2021-01-11,,
270534,477038.0,2021-12-09,2021-12-23,,
270535,477038.0,2022-01-15,2022-01-24,,
270536,477038.0,2022-12-15,2022-12-21,,
270537,477038.0,2023-01-22,2023-01-28,,
270538,477041.0,2021-12-02,2021-12-07,,
270539,477041.0,2022-01-08,2022-01-14,,
270540,477042.0,2022-07-22,2022-07-24,,
270541,477045.0,2019-12-05,2019-12-10,,
270542,477047.0,2022-06-22,2022-06-24,,
270543,477052.0,2020-08-29,2020-08-30,,
270544,477052.0,2021-09-15,2021-09-17,,
270545,477052.0,2023-01-11,2023-01-17,,
270546,477053.0,2020-04-30,2020-05-10,,
270547,477055.0,2019-06-29,2019-07-01,,
270548,477056.0,2019-01-31,2019-02-02,,
270549,477056.0,2020-03-07,2020-03-09,,
270550,477056.0,2023-01-06,2023-01-12,,
270551,477058.0,2018-12-22,2019-01-04,,
270552,477061.0,2020-02-04,2020-02-06,,
270553,477064.0,2022-07-23,2022-07-24,,
270554,477072.0,2020-07-30,2020-08-01,,
270555,477076.0,2022-03-23,2022-03-24,,
270556,477080.0,2020-09-09,2020-09-10,,
270557,477081.0,2020-08-06,2020-08-07,,
270558,477096.0,2019-10-08,2019-10-18,,
6902,477098.0,2021-01-02,2021-01-04,2021-01-11,
270559,477098.0,2021-01-09,2021-01-11,,
270560,477098.0,2023-03-18,2023-03-24,,
270561,477099.0,2022-06-14,2022-06-15,,
270562,477099.0,2023-01-05,2023-01-11,,
270563,477101.0,2021-12-11,2021-12-12,,
270564,477105.0,2019-02-20,2019-02-21,,
270565,477108.0,2022-01-31,2022-02-20,,
270566,477111.0,2020-07-22,2020-07-23,,
270567,477111.0,2022-06-16,2022-06-22,,
270568,477115.0,2021-01-26,2021-01-27,,
270569,477116.0,2022-05-14,2022-05-15,,
270570,477116.0,2023-03-15,2023-03-21,,
270571,477117.0,2023-04-27,2023-05-03,,
270572,477119.0,2022-01-26,2022-01-27,,
270573,477121.0,2021-12-28,2022-01-03,,
270574,477123.0,2022-01-19,2022-01-20,,
270575,477129.0,2019-02-16,2019-02-27,,
270576,477130.0,2018-09-18,2018-09-19,,
270577,477130.0,2019-09-27,2019-10-02,,
270578,477130.0,2020-10-13,2020-10-14,,
270579,477130.0,2021-10-28,2021-10-29,,
270580,477134.0,2019-01-26,2019-01-29,,
270581,477134.0,2022-07-23,2022-07-29,,
270582,477137.0,2019-07-17,2019-07-20,,
270583,477142.0,2022-02-08,2022-02-25,,
270584,477147.0,2022-06-02,2022-06-08,,
270585,477147.0,2023-04-28,2023-05-04,,
270586,477153.0,2019-08-15,2019-08-21,,
270587,477154.0,2020-01-04,2020-01-09,,
270588,477155.0,2021-02-20,2021-02-22,,
270589,477156.0,2020-10-30,2020-11-09,,2020-11-12
270590,477157.0,2019-01-10,2019-01-15,,
270591,477157.0,2019-01-12,2019-01-15,,
270592,477157.0,2019-01-19,2019-02-16,,
270593,477157.0,2019-02-25,2019-03-21,,
270594,477157.0,2019-07-15,2019-07-16,,
270595,477160.0,2021-09-03,2021-09-06,,
270596,477160.0,2023-01-17,2023-01-23,,
270597,477165.0,2022-05-20,2022-05-26,,
270598,477165.0,2023-01-12,2023-01-18,,
270599,477173.0,2019-02-09,2019-02-10,,
270600,477173.0,2023-07-01,2023-07-07,,
270601,477175.0,2022-07-24,2022-07-25,,
270602,477178.0,2020-07-17,2020-07-27,,
270603,477181.0,2020-01-02,2020-01-14,,
270604,477183.0,2022-11-01,2022-11-09,,
270605,477190.0,2019-05-20,2019-05-23,,
6903,477191.0,2018-11-23,2018-11-25,2018-11-30,
270606,477191.0,2022-04-15,2022-04-21,,
270607,477191.0,2022-04-16,2022-04-21,,
270608,477193.0,2020-09-18,2020-09-28,,
270609,477193.0,2022-06-07,2022-06-13,,
270610,477196.0,2018-09-15,2018-09-16,,
270611,477202.0,2020-12-12,2020-12-13,,
270612,477206.0,2019-12-10,2019-12-11,,
270613,477207.0,2021-01-31,2021-02-02,,
270614,477214.0,2018-09-29,2018-10-01,,
270615,477214.0,2021-11-03,2021-11-05,,
270616,477228.0,2022-06-04,2022-06-05,,
270617,477228.0,2022-12-02,2022-12-08,,
270618,477229.0,2020-11-29,2020-11-30,,
270619,477230.0,2019-04-16,2019-04-18,,
270620,477234.0,2022-03-29,2022-03-30,,
270621,477235.0,2020-04-07,2020-04-18,,
270622,477246.0,2022-08-03,2022-08-22,,
270623,477249.0,2022-11-15,2022-11-21,,
270624,477254.0,2022-01-26,2022-02-01,,
270625,477254.0,2022-12-26,2023-01-01,,
270626,477264.0,2022-03-17,2022-03-18,,
270627,477264.0,2022-04-11,2022-04-17,,
270628,477264.0,2022-10-17,2022-11-09,,
270629,477264.0,2022-10-29,2022-11-09,,
270630,477266.0,2023-02-21,2023-02-27,,
270631,477271.0,2021-12-23,2021-12-29,,
270632,477274.0,2020-02-19,2020-02-20,,
270633,477275.0,2022-07-22,2022-08-03,,
270634,477275.0,2022-07-28,2022-08-03,,
270635,477275.0,2022-12-01,2022-12-07,,
270636,477275.0,2023-06-28,2023-07-04,,
270637,477275.0,2023-06-29,2023-07-04,,
270638,477278.0,2022-07-03,2022-07-09,,
270639,477283.0,2019-12-15,2019-12-17,,
270640,477283.0,2020-08-04,2020-08-06,,
270641,477286.0,2018-12-23,2019-01-03,,
270642,477286.0,2023-02-22,2023-02-28,,
270643,477287.0,2022-01-08,2022-01-12,,
270644,477289.0,2022-03-26,2022-03-27,,
270645,477300.0,2020-07-23,2020-07-24,,
270646,477301.0,2022-02-05,2022-02-11,,
270647,477304.0,2022-11-08,2022-11-14,,
270648,477308.0,2019-05-18,2019-05-22,,
270649,477308.0,2019-07-13,2019-07-16,,
270650,477313.0,2021-11-04,2021-11-06,,
270651,477316.0,2020-10-02,2020-10-06,,
270652,477319.0,2020-07-03,2020-07-04,,
270653,477327.0,2021-01-26,2021-01-27,,
270654,477328.0,2022-05-06,2022-05-07,,
270655,477328.0,2023-07-01,2023-07-07,,
270656,477329.0,2019-05-24,2019-05-25,,
270657,477330.0,2022-07-16,2022-07-17,,
270658,477337.0,2021-03-02,2021-03-03,,
6904,477339.0,2021-11-28,2021-12-08,2021-12-13,
270659,477340.0,2020-09-19,2020-09-20,,
270660,477343.0,2019-12-19,2019-12-24,,
270661,477343.0,2021-12-18,2021-12-24,,
270662,477356.0,2022-06-09,2022-06-10,,
270663,477359.0,2020-07-05,2020-07-06,,
270664,477364.0,2021-11-06,2021-11-08,,
270665,477365.0,2022-08-18,2022-08-19,,
270666,477376.0,2021-01-08,2021-01-09,,
6905,477380.0,2020-07-30,2020-08-01,2020-08-05,
270667,477380.0,2022-12-17,2022-12-23,,
270668,477385.0,2022-08-14,2022-08-15,,
270669,477386.0,2018-12-16,2018-12-18,,
270670,477387.0,2022-04-22,2022-04-28,,
270671,477388.0,2018-10-25,2018-10-26,,2018-10-26
270672,477388.0,2018-12-27,2019-01-03,,2019-01-03
270673,477388.0,2020-05-02,2020-05-16,,
270674,477388.0,2022-05-20,2022-05-26,,2022-05-29
270675,477393.0,2020-01-25,2020-01-30,,
270676,477402.0,2022-08-10,2022-08-16,,
270677,477411.0,2021-01-20,2021-01-21,,
270678,477416.0,2020-07-06,2020-07-07,,
270679,477417.0,2020-02-14,2020-02-15,,
270680,477417.0,2020-08-14,2020-08-15,,
270681,477418.0,2022-08-02,2022-08-03,,
270682,477429.0,2019-04-30,2019-05-02,,
270683,477429.0,2019-09-21,2019-09-23,,
270684,477429.0,2021-09-20,2021-09-21,,
270685,477434.0,2020-07-04,2020-07-05,,
270686,477434.0,2023-01-21,2023-01-27,,
270687,477436.0,2019-09-10,2019-09-18,,2019-09-18
270688,477452.0,2019-07-05,2019-07-06,,
270689,477452.0,2020-07-04,2020-07-05,,
270690,477455.0,2022-05-05,2022-05-06,,
270691,477471.0,2019-01-18,2019-01-19,,
270692,477471.0,2019-08-13,2019-08-21,,
270693,477471.0,2020-01-22,2020-01-23,,
270694,477471.0,2022-01-22,2022-01-28,,
270695,477472.0,2021-05-15,2021-05-25,,
270696,477475.0,2019-03-30,2019-04-03,,
270697,477476.0,2018-11-02,2018-11-04,,
270698,477480.0,2022-03-14,2022-04-01,,
270699,477481.0,2023-01-05,2023-01-11,,
270700,477481.0,2023-05-17,2023-05-23,,
270701,477481.0,2023-06-27,2023-07-03,,
270702,477482.0,2022-01-04,2022-01-07,,
270703,477483.0,2020-06-27,2020-06-28,,2020-06-30
270704,477486.0,2022-02-11,2022-02-12,,
270705,477492.0,2020-02-08,2020-02-09,,
270706,477494.0,2019-04-10,2019-04-11,,
270707,477498.0,2021-01-27,2021-01-28,,
270708,477500.0,2020-10-08,2020-10-09,,
270709,477511.0,2020-08-01,2020-08-11,,2020-08-12
270710,477516.0,2022-01-16,2022-01-19,,
270711,477517.0,2020-04-26,2020-05-06,,
270712,477519.0,2022-01-14,2022-01-29,,
270713,477522.0,2022-06-13,2022-06-17,,
270714,477524.0,2020-12-26,2020-12-28,,
270715,477532.0,2019-06-27,2019-07-01,,
270716,477533.0,2022-12-03,2022-12-09,,
270717,477537.0,2020-12-04,2020-12-05,,
270718,477537.0,2023-01-28,2023-02-03,,
270719,477543.0,2020-12-08,2020-12-09,,
270720,477543.0,2021-02-12,2021-02-13,,
270721,477543.0,2021-11-09,2021-11-10,,
270722,477543.0,2022-03-15,2022-03-21,,
270723,477543.0,2022-05-04,2022-05-10,,
270724,477550.0,2022-02-12,2022-02-13,,
270725,477553.0,2021-12-29,2021-12-30,,
270726,477554.0,2020-06-13,2020-06-24,,
270727,477560.0,2020-02-02,2020-02-13,,
270728,477560.0,2021-02-16,2021-02-26,,
270729,477560.0,2021-11-29,2021-12-09,,
270730,477561.0,2020-07-18,2020-07-20,,
270731,477564.0,2021-10-27,2021-10-29,,
270732,477571.0,2020-08-04,2020-08-06,,
270733,477577.0,2020-06-20,2020-06-21,,
270734,477577.0,2020-07-15,2020-07-23,,
270735,477577.0,2021-12-04,2021-12-08,,
270736,477585.0,2022-02-12,2022-02-13,,
270737,477590.0,2020-08-31,2020-09-01,,
270738,477590.0,2022-12-13,2022-12-19,,2022-12-19
270739,477594.0,2021-03-09,2021-03-10,,
270740,477595.0,2019-08-08,2019-08-16,,
270741,477598.0,2019-08-03,2019-08-04,,
270742,477598.0,2019-10-05,2019-10-08,,
270743,477598.0,2020-06-27,2020-06-28,,
270744,477603.0,2020-12-28,2021-01-07,,2021-01-07
270745,477604.0,2022-07-02,2022-07-03,,
270746,477608.0,2021-01-21,2021-01-26,,
270747,477613.0,2019-01-03,2019-01-05,,
270748,477616.0,2021-03-13,2021-03-16,,
270749,477620.0,2020-12-17,2020-12-18,,
270750,477634.0,2022-07-20,2022-07-21,,
270751,477635.0,2019-10-12,2019-10-17,,
270752,477635.0,2022-10-15,2022-10-21,,
270753,477638.0,2021-01-20,2021-01-21,,
270754,477667.0,2020-01-15,2020-01-25,,2020-01-26
270755,477667.0,2021-01-29,2021-02-08,,
270756,477668.0,2022-03-12,2022-03-13,,
270757,477671.0,2019-01-25,2019-01-27,,
270758,477673.0,2019-06-18,2019-06-20,,
270759,477673.0,2023-08-07,2023-08-15,,
270760,477674.0,2019-10-16,2019-10-17,,
270761,477674.0,2021-10-07,2021-10-08,,
270762,477674.0,2023-03-06,2023-03-12,,
270764,477680.0,2020-12-15,2020-12-16,,
270763,477680.0,2020-12-18,2020-12-19,,
270765,477691.0,2022-08-09,2022-08-14,,
270766,477692.0,2021-02-11,2021-02-13,,
270767,477695.0,2022-02-08,2022-02-10,,
270768,477696.0,2021-01-30,2021-01-31,,
270769,477696.0,2023-07-01,2023-07-07,,
270770,477701.0,2020-06-10,2020-06-20,,
270771,477707.0,2020-07-03,2020-07-13,,
270772,477707.0,2020-08-31,2020-09-10,,
6906,477714.0,2019-01-05,2019-01-07,2019-01-12,2019-01-12
270773,477714.0,2019-01-10,2019-01-11,,
270774,477715.0,2022-08-22,2022-08-28,,
270775,477717.0,2022-04-05,2022-04-06,,
270776,477718.0,2022-12-10,2022-12-16,,
270777,477718.0,2023-01-14,2023-01-20,,
270778,477721.0,2020-02-06,2020-02-07,,
270779,477728.0,2022-10-01,2022-10-03,,
270780,477730.0,2020-09-01,2020-09-02,,
270781,477730.0,2020-11-28,2020-11-30,,
270782,477732.0,2022-01-23,2022-01-29,,
270783,477734.0,2020-10-03,2020-10-06,,
270784,477734.0,2021-09-09,2021-09-11,,
270785,477736.0,2022-03-03,2022-03-05,,2022-03-05
270786,477737.0,2018-12-15,2018-12-16,,
270787,477737.0,2019-03-02,2019-03-03,,
270788,477740.0,2019-07-25,2019-07-26,,
270789,477743.0,2022-02-02,2022-02-03,,
270790,477743.0,2022-12-20,2022-12-26,,
270791,477752.0,2019-04-16,2019-04-18,,
6907,477754.0,2018-11-23,2018-11-25,2018-11-30,
270792,477754.0,2019-02-02,2019-02-12,,2019-02-13
270793,477755.0,2020-12-08,2020-12-09,,
270794,477757.0,2022-03-05,2022-03-11,,
270795,477758.0,2022-01-22,2022-01-23,,
270796,477759.0,2021-12-29,2021-12-30,,
270797,477762.0,2019-07-27,2019-07-28,,
270798,477766.0,2019-05-18,2019-05-22,,
270799,477769.0,2019-07-08,2019-07-10,,
270800,477774.0,2020-12-28,2020-12-29,,
270801,477778.0,2021-02-17,2021-02-18,,2021-02-21
270802,477781.0,2018-10-24,2018-10-26,,
270803,477782.0,2023-02-23,2023-03-01,,
270804,477791.0,2021-11-03,2021-11-05,,
270805,477795.0,2020-12-18,2020-12-19,,
270806,477797.0,2019-06-26,2019-06-27,,
270807,477797.0,2019-09-28,2019-09-29,,
270808,477811.0,2021-01-25,2021-02-12,,
270809,477817.0,2022-02-19,2022-02-20,,
270810,477819.0,2018-11-30,2018-12-01,,
270811,477820.0,2022-07-23,2022-07-24,,
270812,477821.0,2022-01-22,2022-01-23,,
270813,477830.0,2018-12-22,2019-01-03,,2019-01-03
270814,477836.0,2021-01-04,2021-01-05,,
270815,477836.0,2021-10-26,2021-10-29,,
